"node_name","corridor_route","corridor_dir","node_lon","node_lat","node_lanes","node_shift","node_s_limit","node_seq_number","node_n_type","node_transition","node_label","node_attach_side","node_active","node_forks","node_pickable","node_station_id","node_above","corridor_name","node_name_seq"
"rnd_89637","T.H.55","WB",-93.1688,44.883,1,6,NA,42,"Entrance","Leg","T.H.110",NA,NA,NA,NA,NA,NA,"T.H.55 WB","T.H.55 WB_0042"
"rnd_89417","T.H.55","WB",-93.186,44.89205,2,6,NA,48,NA,NA,"T.H.5",NA,NA,NA,NA,"S510",NA,"T.H.55 WB","T.H.55 WB_0048"
"rnd_89419","T.H.55","WB",-93.18862,44.89255,1,4,NA,49,NA,NA,"Federal Bldg","left",NA,NA,NA,"S1364",NA,"T.H.55 WB","T.H.55 WB_0049"
"rnd_89641","T.H.55","WB",-93.19005,44.89332,1,7,NA,51,"Entrance","Leg","Federal Bldg",NA,NA,NA,NA,NA,NA,"T.H.55 WB","T.H.55 WB_0051"
"rnd_95294","T.H.55","WB",-93.25315,44.96772,2,6,NA,54,"Exit","Common","7th St",NA,NA,NA,NA,NA,NA,"T.H.55 WB","T.H.55 WB_0054"
"rnd_1618","T.H.61","NB",-93.00054,44.87343,1,7,NA,46,"Entrance",NA,"Glen Rd",NA,NA,NA,NA,NA,NA,"T.H.61 NB","T.H.61 NB_0046"
"rnd_1102","T.H.61","NB",-93.00298,44.88131,4,8,NA,48,NA,NA,"S of I-494",NA,NA,NA,NA,"S1935",NA,"T.H.61 NB","T.H.61 NB_0048"
"rnd_1101","T.H.61","NB",-93.00318,44.88187,2,7,NA,49,"Exit",NA,"I-494",NA,NA,NA,TRUE,NA,NA,"T.H.61 NB","T.H.61 NB_0049"
"rnd_89261","T.H.61","NB",-93.00344,44.8865,3,7,NA,52,NA,NA,"I-494",NA,NA,NA,TRUE,"S1039",NA,"T.H.61 NB","T.H.61 NB_0052"
"rnd_95803","T.H.61","NB",-93.00363,44.88717,1,6,NA,53,"Exit","Flyover","I-494 WB",NA,NA,"rnd_4588",NA,NA,NA,"T.H.61 NB","T.H.61 NB_0053"
"rnd_1147","T.H.61","NB",-93.0077,44.89403,2,6,NA,57,NA,NA,"N of Maxwell Ave",NA,NA,NA,NA,"S1936",NA,"T.H.61 NB","T.H.61 NB_0057"
"rnd_1103","T.H.61","NB",-93.01006,44.9014,2,6,NA,59,NA,NA,"Carver Ave",NA,NA,NA,NA,"S1937",NA,"T.H.61 NB","T.H.61 NB_0059"
"rnd_1622","T.H.61","NB",-93.01326,44.90971,2,6,NA,60,NA,NA,"S of Highwood Ave",NA,NA,NA,NA,"S1938",NA,"T.H.61 NB","T.H.61 NB_0060"
"rnd_1144","T.H.61","NB",-93.01509,44.91623,2,6,NA,62,NA,NA,"Highwood Ave",NA,NA,NA,NA,"S1939",NA,"T.H.61 NB","T.H.61 NB_0062"
"rnd_1621","T.H.61","NB",-93.0211,44.92712,2,6,NA,65,NA,NA,"S of Lower Afton Rd",NA,NA,NA,NA,"S1940",NA,"T.H.61 NB","T.H.61 NB_0065"
"rnd_1620","T.H.61","NB",-93.02763,44.93369,2,6,NA,68,NA,NA,"N of Lower Afton Rd",NA,NA,NA,TRUE,"S1941",NA,"T.H.61 NB","T.H.61 NB_0068"
"rnd_1619","T.H.61","NB",-93.03236,44.93926,2,6,NA,70,NA,NA,"S of Warner Rd",NA,NA,NA,NA,"S1942",NA,"T.H.61 NB","T.H.61 NB_0070"
"rnd_1112","T.H.61","NB",-93.0402,44.947,2,6,NA,75,NA,NA,"Warner Rd",NA,NA,NA,TRUE,"S1944",NA,"T.H.61 NB","T.H.61 NB_0075"
"rnd_89267","T.H.61","NB",-93.05433,45.01235,2,7,NA,85,NA,NA,"T.H.36",NA,NA,NA,NA,"S1104",NA,"T.H.61 NB","T.H.61 NB_0085"
"rnd_89665","T.H.61","SB",-93.0547,45.01238,2,6,NA,17,NA,NA,"T.H.36",NA,NA,NA,NA,"S1103",NA,"T.H.61 SB","T.H.61 SB_0017"
"rnd_1123","T.H.61","SB",-93.04051,44.94695,2,6,NA,27,NA,NA,"Warner Rd",NA,NA,NA,TRUE,"S1884",NA,"T.H.61 SB","T.H.61 SB_0027"
"rnd_1568","T.H.61","SB",-93.03289,44.93918,2,6,NA,32,NA,NA,"S of Warner Rd",NA,NA,NA,TRUE,"S1885",NA,"T.H.61 SB","T.H.61 SB_0032"
"rnd_1129","T.H.61","SB",-93.0279,44.9336,2,6,NA,34,NA,NA,"N of Lower Afton Rd",NA,NA,NA,NA,"S1886",NA,"T.H.61 SB","T.H.61 SB_0034"
"rnd_1130","T.H.61","SB",-93.02165,44.92697,2,6,NA,35,NA,NA,"S of Lower Afton Rd",NA,NA,NA,TRUE,"S1887",NA,"T.H.61 SB","T.H.61 SB_0035"
"rnd_1134","T.H.61","SB",-93.01534,44.91629,2,6,NA,38,NA,NA,"Highwood Ave",NA,NA,NA,NA,"S1888",NA,"T.H.61 SB","T.H.61 SB_0038"
"rnd_1569","T.H.61","SB",-93.01343,44.90969,2,6,NA,40,NA,NA,"S of Highwood Ave",NA,NA,NA,NA,"S1889",NA,"T.H.61 SB","T.H.61 SB_0040"
"rnd_1135","T.H.61","SB",-93.01039,44.90141,2,6,NA,41,NA,NA,"Carver Ave",NA,NA,NA,NA,"S1890",NA,"T.H.61 SB","T.H.61 SB_0041"
"rnd_1146","T.H.61","SB",-93.00795,44.894,2,6,NA,43,NA,NA,"N of Maxwell Ave",NA,NA,NA,NA,"S1891",NA,"T.H.61 SB","T.H.61 SB_0043"
"rnd_1145","T.H.61","SB",-93.0074,44.89227,1,6,NA,44,"Exit","Leg","Maxwell Ave",NA,NA,NA,TRUE,NA,NA,"T.H.61 SB","T.H.61 SB_0044"
"rnd_1138","T.H.61","SB",-93.0045,44.88818,1,6,NA,46,"Entrance","Leg","Maxwell Ave",NA,NA,NA,NA,NA,NA,"T.H.61 SB","T.H.61 SB_0046"
"rnd_89273","T.H.61","SB",-93.00377,44.88644,2,6,NA,48,NA,NA,"I-494",NA,NA,NA,TRUE,"S1038",NA,"T.H.61 SB","T.H.61 SB_0048"
"rnd_1142","T.H.61","SB",-93.00357,44.88117,2,6,NA,51,NA,NA,"S of I-494",NA,NA,NA,TRUE,"S1892",NA,"T.H.61 SB","T.H.61 SB_0051"
"rnd_1570","T.H.61","SB",-93.00307,44.88007,1,6,NA,52,"Entrance",NA,"I-494 EB",NA,NA,NA,NA,NA,NA,"T.H.61 SB","T.H.61 SB_0052"
"rnd_1571","T.H.61","SB",-93.00149,44.87426,1,6,NA,54,"Exit",NA,"Glen Rd",NA,NA,NA,NA,NA,NA,"T.H.61 SB","T.H.61 SB_0054"
"rnd_1854","T.H.610","EB",-93.49588,45.13921,2,3,NA,1,"Entrance","Common","I-94 EB","left",FALSE,NA,NA,NA,NA,"T.H.610 EB","T.H.610 EB_0001"
"rnd_1895","T.H.610","EB",-93.48666,45.13791,2,5,NA,5,NA,NA,"E of I-94",NA,FALSE,NA,NA,"S1954",NA,"T.H.610 EB","T.H.610 EB_0005"
"rnd_1853","T.H.610","EB",-93.47287,45.13773,2,5,NA,6,NA,NA,"Maple Grove Pkwy",NA,FALSE,NA,NA,"S1955",NA,"T.H.610 EB","T.H.610 EB_0006"
"rnd_1852","T.H.610","EB",-93.47165,45.13773,1,5,NA,7,"Exit","Loop","Maple Grove Pkwy",NA,FALSE,NA,NA,NA,NA,"T.H.610 EB","T.H.610 EB_0007"
"rnd_1851","T.H.610","EB",-93.46988,45.13771,1,5,NA,8,"Entrance","Leg","Maple Grove Pkwy",NA,FALSE,NA,NA,NA,NA,"T.H.610 EB","T.H.610 EB_0008"
"rnd_1896","T.H.610","EB",-93.46169,45.13767,2,5,NA,9,NA,NA,"Fernbrook Ln",NA,FALSE,NA,NA,"S1956",NA,"T.H.610 EB","T.H.610 EB_0009"
"rnd_891","T.H.610","EB",-93.43786,45.1303,1,5,65,15,"Entrance","Leg","Co Rd 81 EB",NA,NA,NA,NA,NA,NA,"T.H.610 EB","T.H.610 EB_0015"
"rnd_877","T.H.610","EB",-93.43309,45.12992,2,5,65,16,NA,NA,"Hemlock Ln",NA,NA,NA,NA,"S1775",NA,"T.H.610 EB","T.H.610 EB_0016"
"rnd_890","T.H.610","EB",-93.42469,45.12999,1,5,NA,17,"Exit","Leg","Zachary Ln",NA,NA,NA,NA,NA,NA,"T.H.610 EB","T.H.610 EB_0017"
"rnd_889","T.H.610","EB",-93.42213,45.12999,2,5,65,18,NA,NA,"Zachary Ln",NA,NA,NA,NA,"S1776",NA,"T.H.610 EB","T.H.610 EB_0018"
"rnd_888","T.H.610","EB",-93.41964,45.13,1,5,NA,19,"Entrance","Leg","Zachary Ln",NA,NA,NA,NA,NA,NA,"T.H.610 EB","T.H.610 EB_0019"
"rnd_887","T.H.610","EB",-93.41032,45.13006,2,5,65,20,NA,NA,"Revere Ln",NA,NA,NA,NA,"S1777",NA,"T.H.610 EB","T.H.610 EB_0020"
"rnd_886","T.H.610","EB",-93.40115,45.13009,2,5,65,21,NA,NA,"Jefferson Hwy",NA,NA,NA,NA,"S1778",NA,"T.H.610 EB","T.H.610 EB_0021"
"rnd_885","T.H.610","EB",-93.3944,45.13011,1,5,NA,22,"Exit","Leg","U.S.169 SB",NA,NA,"rnd_2224",NA,NA,NA,"T.H.610 EB","T.H.610 EB_0022"
"rnd_884","T.H.610","EB",-93.39315,45.13012,2,5,65,23,NA,NA,"U.S.169",NA,NA,NA,NA,"S1779",NA,"T.H.610 EB","T.H.610 EB_0023"
"rnd_883","T.H.610","EB",-93.39218,45.1301,1,6,NA,24,"Entrance","Loop","U.S.169 SB",NA,NA,NA,NA,NA,NA,"T.H.610 EB","T.H.610 EB_0024"
"rnd_882","T.H.610","EB",-93.39033,45.13007,1,5,NA,25,"Exit","Loop","U.S.169 NB",NA,NA,"rnd_2226",NA,NA,NA,"T.H.610 EB","T.H.610 EB_0025"
"rnd_881","T.H.610","EB",-93.38724,45.12993,1,5,NA,26,"Entrance","Leg","U.S.169 NB",NA,NA,NA,NA,NA,NA,"T.H.610 EB","T.H.610 EB_0026"
"rnd_88525","T.H.610","EB",-93.26983,45.14243,1,6,NA,54,"Exit","Leg","T.H.47",NA,NA,NA,NA,NA,NA,"T.H.610 EB","T.H.610 EB_0054"
"rnd_89241","T.H.610","EB",-93.26656,45.14234,1,5,NA,55,"Exit","Leg","University Ave",NA,NA,NA,NA,NA,NA,"T.H.610 EB","T.H.610 EB_0055"
"rnd_89243","T.H.610","EB",-93.26189,45.14185,2,5,65,57,NA,NA,"University Ave",NA,NA,NA,NA,"S966",NA,"T.H.610 EB","T.H.610 EB_0057"
"rnd_89061","T.H.610","WB",-93.2609,45.14251,1,5,NA,2,"Exit","Leg","University Ave",NA,NA,NA,NA,NA,NA,"T.H.610 WB","T.H.610 WB_0002"
"rnd_89063","T.H.610","WB",-93.26128,45.14262,2,5,65,3,NA,NA,"University Ave",NA,NA,NA,NA,"S995",NA,"T.H.610 WB","T.H.610 WB_0003"
"rnd_89065","T.H.610","WB",-93.26655,45.14317,1,6,NA,5,"Entrance","Leg","University Ave",NA,NA,NA,NA,NA,NA,"T.H.610 WB","T.H.610 WB_0005"
"rnd_89247","T.H.610","WB",-93.27169,45.14271,3,6,65,6,NA,NA,"T.H.47",NA,NA,NA,NA,"S996",NA,"T.H.610 WB","T.H.610 WB_0006"
"rnd_89069","T.H.610","WB",-93.27271,45.14272,1,6,NA,7,"Entrance","Leg","T.H.47",NA,NA,NA,NA,NA,NA,"T.H.610 WB","T.H.610 WB_0007"
"rnd_839","T.H.610","WB",-93.38724,45.13017,1,5,NA,34,"Exit","Leg","U.S.169 NB",NA,NA,"rnd_2228",NA,NA,NA,"T.H.610 WB","T.H.610 WB_0034"
"rnd_841","T.H.610","WB",-93.39033,45.13021,1,6,NA,35,"Entrance","Loop","U.S.169 NB",NA,NA,NA,NA,NA,NA,"T.H.610 WB","T.H.610 WB_0035"
"rnd_840","T.H.610","WB",-93.39218,45.13025,1,6,NA,36,"Exit","Loop","U.S.169 SB",NA,NA,"rnd_2222",NA,NA,NA,"T.H.610 WB","T.H.610 WB_0036"
"rnd_856","T.H.610","WB",-93.39314,45.13026,3,6,65,37,NA,NA,"U.S.169",NA,NA,NA,NA,"S1780",NA,"T.H.610 WB","T.H.610 WB_0037"
"rnd_842","T.H.610","WB",-93.39441,45.13029,1,6,NA,38,"Entrance","Leg","U.S.169 SB",NA,NA,NA,NA,NA,NA,"T.H.610 WB","T.H.610 WB_0038"
"rnd_845","T.H.610","WB",-93.40115,45.13027,2,5,65,39,NA,NA,"Jefferson Hwy",NA,NA,NA,NA,"S1781",NA,"T.H.610 WB","T.H.610 WB_0039"
"rnd_844","T.H.610","WB",-93.41034,45.13024,2,5,65,40,NA,NA,"Revere Ln",NA,NA,NA,NA,"S1782",NA,"T.H.610 WB","T.H.610 WB_0040"
"rnd_846","T.H.610","WB",-93.41965,45.1302,1,5,NA,41,"Exit",NA,"Zachary Ln",NA,NA,NA,NA,NA,NA,"T.H.610 WB","T.H.610 WB_0041"
"rnd_843","T.H.610","WB",-93.42213,45.13019,2,5,65,42,NA,NA,"Zachary Ln",NA,NA,NA,NA,"S1783",NA,"T.H.610 WB","T.H.610 WB_0042"
"rnd_847","T.H.610","WB",-93.42466,45.13017,1,5,NA,43,"Entrance","Leg","Zachary Ln",NA,NA,NA,NA,NA,NA,"T.H.610 WB","T.H.610 WB_0043"
"rnd_848","T.H.610","WB",-93.43308,45.13006,2,5,65,44,NA,NA,"Hemlock Ln",NA,NA,NA,NA,"S1784",NA,"T.H.610 WB","T.H.610 WB_0044"
"rnd_849","T.H.610","WB",-93.43778,45.13048,1,5,NA,45,"Exit","Leg","Elm Creek Blvd",NA,NA,NA,NA,NA,NA,"T.H.610 WB","T.H.610 WB_0045"
"rnd_1897","T.H.610","WB",-93.4617,45.13795,2,5,65,51,NA,NA,"Fernbrook Ln",NA,NA,NA,NA,"S1959",NA,"T.H.610 WB","T.H.610 WB_0051"
"rnd_1843","T.H.610","WB",-93.4699,45.13799,1,5,NA,52,"Exit","Leg","Maple Grove Pkwy",NA,NA,NA,NA,NA,NA,"T.H.610 WB","T.H.610 WB_0052"
"rnd_1844","T.H.610","WB",-93.47229,45.13798,2,5,65,53,NA,NA,"Maple Grove Pkwy",NA,NA,NA,NA,"S1960",NA,"T.H.610 WB","T.H.610 WB_0053"
"rnd_1845","T.H.610","WB",-93.4758,45.13803,1,5,NA,54,"Entrance","Leg","Maple Grove Pkwy",NA,NA,NA,NA,NA,NA,"T.H.610 WB","T.H.610 WB_0054"
"rnd_1898","T.H.610","WB",-93.48673,45.1382,2,5,65,55,NA,NA,"E of I-94",NA,NA,NA,NA,"S1961",NA,"T.H.610 WB","T.H.610 WB_0055"
"rnd_86007","T.H.62","EB",-93.4128,44.89198,2,7,NA,15,NA,NA,"City West Pkwy",NA,NA,NA,NA,"S303",NA,"T.H.62 EB","T.H.62 EB_0015"
"rnd_86009","T.H.62","EB",-93.4083,44.88926,2,7,NA,18,NA,NA,"T.H.212",NA,NA,NA,NA,"S304",NA,"T.H.62 EB","T.H.62 EB_0018"
"rnd_89595","T.H.62","EB",-93.40523,44.88921,1,8,NA,20,"Entrance","Leg","W Jct T.H.212 EB",NA,NA,NA,NA,NA,NA,"T.H.62 EB","T.H.62 EB_0020"
"rnd_89599","T.H.62","EB",-93.40019,44.89038,1,8,NA,23,"Entrance","Loop","U.S.169 SB",NA,NA,NA,NA,NA,NA,"T.H.62 EB","T.H.62 EB_0023"
"rnd_86011","T.H.62","EB",-93.39764,44.89027,2,7,NA,25,NA,NA,"U.S.169",NA,NA,NA,NA,"S311",NA,"T.H.62 EB","T.H.62 EB_0025"
"rnd_86013","T.H.62","EB",-93.39627,44.89018,1,7,NA,26,"Entrance","Leg","U.S.169 NB",NA,NA,NA,NA,NA,NA,"T.H.62 EB","T.H.62 EB_0026"
"rnd_86015","T.H.62","EB",-93.3912,44.88973,1,6,NA,27,"Exit","Leg","Gleason Rd",NA,NA,NA,NA,NA,NA,"T.H.62 EB","T.H.62 EB_0027"
"rnd_86023","T.H.62","EB",-93.38364,44.88901,1,6,NA,31,"Entrance","Leg","Gleason Rd",NA,NA,NA,NA,NA,NA,"T.H.62 EB","T.H.62 EB_0031"
"rnd_86025","T.H.62","EB",-93.37251,44.88766,1,6,NA,33,"Exit","Leg","Tracy Ave",NA,NA,NA,NA,NA,NA,"T.H.62 EB","T.H.62 EB_0033"
"rnd_86027","T.H.62","EB",-93.37057,44.88744,2,6,NA,34,NA,NA,"Tracy Ave",NA,NA,NA,NA,"S314",NA,"T.H.62 EB","T.H.62 EB_0034"
"rnd_86029","T.H.62","EB",-93.36653,44.8873,1,6,NA,36,"Entrance","Leg","Tracy Ave",NA,NA,NA,NA,NA,NA,"T.H.62 EB","T.H.62 EB_0036"
"rnd_86035","T.H.62","EB",-93.35047,44.88966,1,6,NA,42,"Entrance","Loop","T.H.100 SB",NA,NA,NA,NA,NA,NA,"T.H.62 EB","T.H.62 EB_0042"
"rnd_86039","T.H.62","EB",-93.34587,44.88806,1,6,NA,45,"Entrance","Leg","T.H.100 NB",NA,NA,NA,NA,NA,NA,"T.H.62 EB","T.H.62 EB_0045"
"rnd_86043","T.H.62","EB",-93.33629,44.88686,1,6,NA,49,"Exit","Leg","Valley View Rd",NA,NA,NA,NA,NA,NA,"T.H.62 EB","T.H.62 EB_0049"
"rnd_86047","T.H.62","EB",-93.33129,44.88685,1,6,NA,51,"Exit","Leg","France Ave",NA,NA,NA,NA,NA,NA,"T.H.62 EB","T.H.62 EB_0051"
"rnd_86051","T.H.62","EB",-93.32526,44.88839,1,6,NA,54,"Entrance","Leg","France Ave",NA,NA,NA,NA,NA,NA,"T.H.62 EB","T.H.62 EB_0054"
"rnd_86053","T.H.62","EB",-93.32162,44.89038,1,6,NA,56,"Exit","Leg","Xerxes Ave",NA,NA,NA,NA,NA,NA,"T.H.62 EB","T.H.62 EB_0056"
"rnd_88625","T.H.62","EB",-93.31633,44.89065,1,6,NA,59,"Entrance","Leg","Xerxes Ave",NA,NA,NA,NA,NA,NA,"T.H.62 EB","T.H.62 EB_0059"
"rnd_86057","T.H.62","EB",-93.31172,44.89069,1,6,NA,60,"Exit","Leg","Penn Ave",NA,NA,NA,NA,NA,NA,"T.H.62 EB","T.H.62 EB_0060"
"rnd_86061","T.H.62","EB",-93.30549,44.89063,1,8,NA,63,"Entrance","Leg","Penn Ave",NA,NA,NA,NA,NA,NA,"T.H.62 EB","T.H.62 EB_0063"
"rnd_760","T.H.62","EB",-93.29187,44.88985,1,7,NA,69,"Exit",NA,"Lyndale Ave",NA,NA,NA,NA,NA,NA,"T.H.62 EB","T.H.62 EB_0069"
"rnd_756","T.H.62","EB",-93.29034,44.88998,2,7,NA,71,NA,NA,"Lyndale Ave",NA,NA,NA,NA,"S329",NA,"T.H.62 EB","T.H.62 EB_0071"
"rnd_761","T.H.62","EB",-93.28923,44.88993,1,7,NA,72,"Entrance",NA,"I-35W NB",NA,NA,NA,NA,NA,NA,"T.H.62 EB","T.H.62 EB_0072"
"rnd_762","T.H.62","EB",-93.28839,44.8899,1,7,NA,73,"Entrance",NA,"Lyndale Ave",NA,NA,NA,NA,NA,NA,"T.H.62 EB","T.H.62 EB_0073"
"rnd_86079","T.H.62","EB",-93.27658,44.89009,1,6,NA,77,"Exit","Leg","Portland Ave",NA,NA,NA,NA,NA,NA,"T.H.62 EB","T.H.62 EB_0077"
"rnd_86075","T.H.62","EB",-93.27616,44.89021,1,6,NA,78,NA,NA,"Nicollet Ave",NA,NA,NA,NA,"S328",NA,"T.H.62 EB","T.H.62 EB_0078"
"rnd_95805","T.H.62","EB",-93.27079,44.89065,1,6,NA,80,NA,NA,"E of I-35W",NA,NA,NA,NA,"S1717",NA,"T.H.62 EB","T.H.62 EB_0080"
"rnd_86083","T.H.62","EB",-93.2654,44.89069,1,7,NA,83,"Entrance","Leg","Portland Ave",NA,NA,NA,NA,NA,NA,"T.H.62 EB","T.H.62 EB_0083"
"rnd_86087","T.H.62","EB",-93.25378,44.89275,1,7,NA,87,"Exit","Leg","Bloomington Ave",NA,NA,NA,NA,NA,NA,"T.H.62 EB","T.H.62 EB_0087"
"rnd_86089","T.H.62","EB",-93.25307,44.8933,1,7,NA,88,"Entrance","Leg","Bloomington Ave",NA,NA,NA,NA,NA,NA,"T.H.62 EB","T.H.62 EB_0088"
"rnd_86093","T.H.62","EB",-93.24802,44.89537,1,7,NA,91,"Entrance","Loop","T.H.77 SB",NA,NA,NA,NA,NA,NA,"T.H.62 EB","T.H.62 EB_0091"
"rnd_86099","T.H.62","EB",-93.24237,44.89643,1,7,NA,94,"Entrance","Leg","T.H.77 NB",NA,NA,NA,NA,NA,NA,"T.H.62 EB","T.H.62 EB_0094"
"rnd_86101","T.H.62","EB",-93.23727,44.89733,1,7,NA,96,"Exit","Leg","28th Ave",NA,NA,NA,NA,NA,NA,"T.H.62 EB","T.H.62 EB_0096"
"rnd_86105","T.H.62","EB",-93.22878,44.89725,1,7,NA,100,"Entrance","Leg","28th Ave",NA,NA,NA,NA,NA,NA,"T.H.62 EB","T.H.62 EB_0100"
"rnd_86107","T.H.62","EB",-93.22172,44.89763,1,7,NA,103,"Exit","Leg","34th Ave",NA,NA,NA,NA,NA,NA,"T.H.62 EB","T.H.62 EB_0103"
"rnd_86109","T.H.62","EB",-93.2207,44.8978,2,7,NA,104,NA,NA,"34th Ave",NA,NA,NA,NA,"S326",NA,"T.H.62 EB","T.H.62 EB_0104"
"rnd_86111","T.H.62","EB",-93.22021,44.89789,1,7,NA,105,"Entrance","Leg","34th Ave",NA,NA,NA,NA,NA,NA,"T.H.62 EB","T.H.62 EB_0105"
"rnd_89385","T.H.62","EB",-93.20337,44.8988,1,7,NA,110,"Exit","Leg","Hiawatha Ave",NA,NA,NA,NA,NA,NA,"T.H.62 EB","T.H.62 EB_0110"
"rnd_89387","T.H.62","EB",-93.20193,44.89876,2,7,NA,111,NA,NA,"Hiawatha Ave",NA,NA,NA,NA,"S1135",NA,"T.H.62 EB","T.H.62 EB_0111"
"rnd_89389","T.H.62","EB",-93.2009,44.89859,1,8,NA,112,"Entrance","Loop","Hiawatha Ave",NA,NA,NA,NA,NA,NA,"T.H.62 EB","T.H.62 EB_0112"
"rnd_89421","T.H.62","WB",-93.19854,44.8979,1,6,NA,2,"Exit","Leg","Hiawatha Ave",NA,NA,NA,NA,NA,NA,"T.H.62 WB","T.H.62 WB_0002"
"rnd_89423","T.H.62","WB",-93.20083,44.89881,2,6,NA,3,NA,NA,"Hiawatha Ave",NA,NA,NA,NA,"S1136",NA,"T.H.62 WB","T.H.62 WB_0003"
"rnd_89425","T.H.62","WB",-93.20183,44.89898,1,6,NA,4,"Entrance","Leg","Hiawatha Ave",NA,NA,NA,NA,NA,NA,"T.H.62 WB","T.H.62 WB_0004"
"rnd_89411","T.H.62","WB",-93.21209,44.89846,2,6,NA,8,NA,NA,"43rd Ave",NA,NA,NA,NA,"S330",NA,"T.H.62 WB","T.H.62 WB_0008"
"rnd_86115","T.H.62","WB",-93.22361,44.8975,1,6,NA,12,"Exit","Leg","34th Ave",NA,NA,NA,NA,NA,NA,"T.H.62 WB","T.H.62 WB_0012"
"rnd_86117","T.H.62","WB",-93.22498,44.89747,2,6,NA,13,NA,NA,"34th Ave",NA,NA,NA,NA,"S331",NA,"T.H.62 WB","T.H.62 WB_0013"
"rnd_86119","T.H.62","WB",-93.22575,44.89748,1,6,NA,14,"Entrance","Leg","34th Ave",NA,NA,NA,NA,NA,NA,"T.H.62 WB","T.H.62 WB_0014"
"rnd_86121","T.H.62","WB",-93.22886,44.89749,1,6,NA,15,"Exit","Leg","28th Ave",NA,NA,NA,NA,NA,NA,"T.H.62 WB","T.H.62 WB_0015"
"rnd_86123","T.H.62","WB",-93.23531,44.89762,2,6,NA,17,NA,NA,"28th Ave",NA,NA,NA,NA,"S332",NA,"T.H.62 WB","T.H.62 WB_0017"
"rnd_86125","T.H.62","WB",-93.23685,44.89759,1,6,NA,18,"Entrance","Leg","28th Ave",NA,NA,NA,NA,NA,NA,"T.H.62 WB","T.H.62 WB_0018"
"rnd_86129","T.H.62","WB",-93.24631,44.89595,1,6,NA,21,"Entrance","Loop","T.H.77 NB",NA,NA,NA,NA,NA,NA,"T.H.62 WB","T.H.62 WB_0021"
"rnd_86135","T.H.62","WB",-93.25041,44.8951,1,6,NA,24,"Entrance","Leg","T.H.77 SB",NA,NA,NA,NA,NA,NA,"T.H.62 WB","T.H.62 WB_0024"
"rnd_86139","T.H.62","WB",-93.26532,44.89091,1,7,NA,30,"Exit","Leg","Portland Ave",NA,NA,NA,NA,NA,NA,"T.H.62 WB","T.H.62 WB_0030"
"rnd_765","T.H.62","WB",-93.27308,44.89077,2,6,NA,33,NA,NA,"E of I-35W",NA,NA,NA,NA,"S365",NA,"T.H.62 WB","T.H.62 WB_0033"
"rnd_769","T.H.62","WB",-93.28614,44.89066,1,7,NA,37,"Exit",NA,"Lyndale Ave",NA,NA,NA,NA,NA,NA,"T.H.62 WB","T.H.62 WB_0037"
"rnd_767","T.H.62","WB",-93.28913,44.89066,1,7,NA,40,"Entrance",NA,"Lyndale Ave",NA,NA,NA,NA,NA,NA,"T.H.62 WB","T.H.62 WB_0040"
"rnd_86159","T.H.62","WB",-93.29726,44.89056,1,8,NA,43,"Entrance","Loop","I-35W NB",NA,NA,NA,NA,NA,NA,"T.H.62 WB","T.H.62 WB_0043"
"rnd_86161","T.H.62","WB",-93.30653,44.89077,1,6,NA,45,"Exit","Leg","Penn Ave",NA,NA,NA,NA,NA,NA,"T.H.62 WB","T.H.62 WB_0045"
"rnd_86165","T.H.62","WB",-93.31176,44.89083,1,7,NA,47,"Entrance","Leg","Penn Ave",NA,NA,NA,NA,NA,NA,"T.H.62 WB","T.H.62 WB_0047"
"rnd_86167","T.H.62","WB",-93.31667,44.89089,1,6,NA,48,"Exit","Leg","Xerxes Ave",NA,NA,NA,NA,NA,NA,"T.H.62 WB","T.H.62 WB_0048"
"rnd_86171","T.H.62","WB",-93.32176,44.89057,1,6,NA,51,"Entrance","Leg","Xerxes Ave",NA,NA,NA,NA,NA,NA,"T.H.62 WB","T.H.62 WB_0051"
"rnd_86173","T.H.62","WB",-93.3259,44.88828,1,6,NA,53,"Exit","Leg","France Ave",NA,NA,NA,NA,NA,NA,"T.H.62 WB","T.H.62 WB_0053"
"rnd_86177","T.H.62","WB",-93.33142,44.88706,1,6,NA,56,"Entrance","Leg","France Ave",NA,NA,NA,NA,NA,NA,"T.H.62 WB","T.H.62 WB_0056"
"rnd_86181","T.H.62","WB",-93.33657,44.88704,1,6,NA,58,"Entrance","Leg","Valley View Rd",NA,NA,NA,NA,NA,NA,"T.H.62 WB","T.H.62 WB_0058"
"rnd_86185","T.H.62","WB",-93.34622,44.88846,1,6,NA,62,"Exit","Leg","T.H.100 NB",NA,NA,"rnd_85369",NA,NA,NA,"T.H.62 WB","T.H.62 WB_0062"
"rnd_86187","T.H.62","WB",-93.34969,44.88977,1,6,NA,64,"Entrance","Loop","T.H.100 NB",NA,NA,NA,NA,NA,NA,"T.H.62 WB","T.H.62 WB_0064"
"rnd_86191","T.H.62","WB",-93.35486,44.88994,1,6,NA,67,"Entrance","Leg","T.H.100 SB",NA,NA,NA,NA,NA,NA,"T.H.62 WB","T.H.62 WB_0067"
"rnd_86193","T.H.62","WB",-93.36168,44.88883,2,6,NA,69,NA,NA,"Wyman Ave",NA,NA,NA,NA,"S354",NA,"T.H.62 WB","T.H.62 WB_0069"
